Frame result index,Frame Number,Person UUID,Person UUID Confidence,Headpose Pitch (deg),Headpose Yaw (deg),Headpose Roll (deg),Headpose Pitch Calib (deg),Headpose Yaw Calib (deg),Headpose (X:Y:Z) (mm),Headpose Confidence,Face Rect (X:Y Width X Height),Face Rect detect algorithm,Face Rect Confidence,EyeState Right,EyeState Left,EyeState Right Confidence,EyeState Left Confidence,Eyewear,Eyewear Confidence,EyeGaze Horizontal Left (deg),EyeGaze Horizontal Right (deg),EyeGaze Vertical Left (deg),EyeGaze Vertical Right (deg),Iris RadiusL (mm),Iris RadiusR (mm),Eye Aperture Left (mm),Eye Aperture Right (mm),Eye Aperture Left Confidence,Eye Aperture Right Confidence,Eyelid Closed Left (%),Eyelid Closed Right (%),Eye Center Left (X:Y) (mm),Eye Center Right (X:Y) (mm),Drowsiness Level (0-10),Age,Gender,Ethnic,Emotion,Illumination Variance,Illumination Average,Frame Time,Time From Start
0,1,,0,-0.433744,1.45454,1.58339,0,0,-26.7386:-44.2372:724.894,0.19,201:142 184x184,64,0.840228,opened,opened,0.999998,1,unknown,0,4.23254,4.23254,6.95887,6.95887,5.65217,5.21739,4.89334,5.6521,0.189978,0.189823,0.555151,0.486172,2:-23,-52:-23,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.610,0
0,2,,0,-0.777702,1.44263,1.75932,0,0,-27.0515:-44.9526:726.875,0.99,201:142 183x183,512,0.839387,opened,opened,0.999998,1,unknown,0,3.36879,3.36879,7.12223,7.12223,5.66762,5.66762,4.84419,6.17316,0.989997,0.98998,0.559619,0.438804,3:-23,-51:-24,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.650,40
0,3,,0,-0.793767,1.44924,1.95464,0,0,-26.9187:-44.9044:727.535,0.99,201:143 183x183,512,0.838548,opened,opened,0.999995,1,none,0.997618,3.1877,3.1877,7.39541,7.39541,5.67276,5.67276,4.97345,5.77219,0.989875,0.989154,0.547868,0.475256,3:-23,-51:-24,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.690,80
0,4,,0,-0.6048,1.55169,1.65353,0,0,-26.7468:-44.9024:727.865,0.99,202:143 183x183,512,0.837709,opened,opened,0.999999,1,none,0.997618,3.3715,3.3715,7.59572,7.59572,5.67534,5.23877,5.0922,5.52412,0.989528,0.989966,0.537073,0.497808,3:-23,-51:-23,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.730,120
0,5,,0,-1.40137,1.51555,1.55029,0,0,-26.7248:-45.3088:728.063,0.989068,202:142 183x183,512,0.836872,opened,opened,0.999994,1,none,0.997871,3.61906,3.61906,7.51468,7.51468,5.67688,5.67688,5.13107,5.90263,0.988262,0.988992,0.533539,0.463397,3:-23,-52:-23,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.770,160
0,6,,0,-1.14819,1.18616,1.583,0,0,-25.9483:-44.6388:728.195,0.989063,204:144 183x183,512,0.828503,opened,opened,0.999998,1,none,0.997871,3.78539,3.78539,7.23284,7.23284,5.67791,5.67791,5.30217,5.90315,0.989063,0.988275,0.517985,0.46335,4:-23,-50:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.810,200
0,7,,0,0.00804949,1.10877,1.36054,0,0,-25.1617:-44.0568:728.29,0.988499,205:144 183x183,512,0.827675,opened,opened,0.998564,0.998995,none,0.998521,3.03878,3.03878,7.78596,7.78596,5.24183,5.67865,4.64827,5.03376,0.969041,0.987341,0.57743,0.542386,6:-21,-48:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.850,240
0,8,,0,0.00410035,1.52907,1.38495,0,0,-24.5903:-43.588:728.36,0.989208,205:144 183x183,512,0.826847,closed,closed,0.998815,0.996586,none,0.998521,9999,9999,9999,9999,9999,9999,0,0,0.988601,0.987691,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.890,280
0,9,,0,0.197941,1.20348,1.63203,0,0,-24.1189:-42.6562:728.415,0.987839,204:144 183x183,512,0.82602,closed,closed,0.999002,0.999686,none,0.998886,9999,9999,9999,9999,9999,9999,0,0,0.987787,0.987745,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.930,320
0,10,,0,0.319004,0.863616,1.73035,0,0,-24.1952:-42.6138:728.459,0.98998,204:144 183x183,512,0.825194,closed,closed,0.996715,0.997982,none,0.998886,9999,9999,9999,9999,9999,9999,0,0,0.989737,0.730128,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:09.970,360
0,11,,0,0.366558,0.982686,1.75621,0,0,-24.267:-42.379:728.495,0.989984,204:145 183x183,512,0.824369,closed,closed,0.999413,0.998248,none,0.999085,9999,9999,9999,9999,9999,9999,0,0,0.989975,0.966211,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.010,400
0,12,,0,0.574353,1.00201,1.99799,0,0,-24.2777:-42.0382:728.525,0.989987,204:144 183x183,512,0.823545,closed,closed,0.999713,0.999529,none,0.999085,9999,9999,9999,9999,9999,9999,0,0,0.989987,0.988616,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.050,440
0,13,,0,0.392911,1.05719,2.10037,0,0,-24.3822:-41.8106:728.551,0.99,203:145 183x183,512,0.815309,closed,closed,0.999638,0.999112,none,0.999228,9999,9999,9999,9999,9999,9999,0,0,0.98998,0.988278,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.090,480
0,14,,0,0.485044,0.952562,1.85032,0,0,-24.514:-41.464:728.573,0.99,203:145 183x183,512,0.814494,closed,closed,0.999818,0.999353,none,0.999228,9999,9999,9999,9999,9999,9999,0,0,0.989997,0.989914,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.130,520
0,15,,0,0.842319,1.04757,1.78491,0,0,-24.9044:-41.309:728.591,0.99,203:145 183x183,512,0.813679,closed,closed,0.999921,0.999816,none,0.999336,9999,9999,9999,9999,9999,9999,0,0,0.989586,0.966848,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.170,560
0,16,,0,0.654191,1.12562,1.74449,0,0,-25.1367:-41.4179:728.608,0.99,203:145 183x183,512,0.812866,closed,closed,0.999924,0.999879,none,0.999336,9999,9999,9999,9999,9999,9999,0,0,0.989518,0.98981,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.210,600
0,17,,0,0.276591,1.03482,1.59657,0,0,-24.9744:-41.6966:728.622,0.99,203:145 183x183,512,0.812053,closed,closed,0.999943,0.999874,none,0.999418,9999,9999,9999,9999,9999,9999,0,0,0.989962,0.988292,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.250,640
0,18,,0,0.539676,0.882654,1.65772,0,0,-24.7471:-41.7263:728.635,0.99,204:145 183x183,512,0.811241,closed,closed,0.999923,0.999926,none,0.999418,9999,9999,9999,9999,9999,9999,0,0,0.989569,0.988956,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.290,680
0,19,,0,0.664559,0.743465,1.70985,0,0,-24.3121:-42.0624:728.647,0.99,204:145 183x183,512,0.81043,closed,closed,0.999918,0.99995,none,0.99948,9999,9999,9999,9999,9999,9999,0,0,0.989765,0.989991,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.330,720
0,20,,0,0.739044,0.837945,1.64378,0,0,-24.0377:-41.9099:728.657,0.99,204:145 183x183,512,0.809619,closed,closed,0.999941,0.999892,none,0.99948,9999,9999,9999,9999,9999,9999,0,0,0.989767,0.989959,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.370,760
0,21,,0,1.00155,1.21918,1.52673,0,0,-24.0233:-41.6787:728.667,0.99,204:145 183x183,512,0.80881,closed,closed,0.999922,0.99989,none,0.99953,9999,9999,9999,9999,9999,9999,0,0,0.989991,0.989971,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.410,800
0,22,,0,0.842473,1.17147,1.62059,0,0,-23.7123:-41.5542:728.675,0.99,204:146 183x183,512,0.808001,closed,closed,0.999858,0.999846,none,0.99953,9999,9999,9999,9999,9999,9999,0,0,0.989959,0.989999,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.450,840
0,23,,0,0.886284,1.07869,1.78536,0,0,-23.7924:-41.4279:728.683,0.99,204:145 183x183,512,0.807193,closed,closed,0.999946,0.999852,none,0.999572,9999,9999,9999,9999,9999,9999,0,0,0.989318,0.989999,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.490,880
0,24,,0,1.07883,1.35353,1.83018,0,0,-24.0289:-41.3613:728.69,0.99,204:145 183x183,512,0.806386,closed,closed,0.999938,0.999975,none,0.999572,9999,9999,9999,9999,9999,9999,0,0,0.989999,0.989449,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.530,920
0,25,,0,0.976591,1.38542,1.87481,0,0,-23.9673:-41.4228:728.697,0.99,204:145 183x183,512,0.805579,closed,closed,0.999924,0.999906,none,0.999602,9999,9999,9999,9999,9999,9999,0,0,0.99,0.989997,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.570,960
0,26,,0,1.05257,1.27733,1.90448,0,0,-24.1753:-41.4832:728.703,0.99,204:145 183x183,512,0.804774,closed,closed,0.999938,0.999892,none,0.999602,9999,9999,9999,9999,9999,9999,0,0,0.989599,0.988878,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.610,1000
0,27,,0,0.899343,1.25297,1.73648,0,0,-24.2345:-41.3587:728.709,0.99,204:145 183x183,512,0.803969,closed,closed,0.999877,0.999953,none,0.999625,9999,9999,9999,9999,9999,9999,0,0,0.989999,0.989992,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.650,1040
0,28,,0,0.50679,1.49748,1.61075,0,0,-24.2897:-41.5659:728.714,0.99,204:145 183x183,512,0.803165,closed,closed,0.99989,0.999865,none,0.999625,9999,9999,9999,9999,9999,9999,0,0,0.989958,0.98999,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.690,1080
0,29,,0,0.445542,1.73315,2.01108,0,0,-24.7552:-41.701:728.719,0.99,203:145 183x183,512,0.802362,closed,closed,0.999914,0.999918,none,0.999651,9999,9999,9999,9999,9999,9999,0,0,0.977777,0.989955,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.730,1120
0,30,,0,0.581181,1.42574,1.9362,0,0,-24.8364:-41.4521:728.723,0.99,204:146 183x183,512,0.794338,closed,closed,0.999855,0.999796,none,0.999651,9999,9999,9999,9999,9999,9999,0,0,0.989975,0.989402,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.770,1160
0,31,,0,0.499775,1.38162,1.57057,0,0,-24.9079:-41.2135:728.728,0.99,204:146 183x183,512,0.793544,closed,closed,0.999907,0.999874,none,0.999674,9999,9999,9999,9999,9999,9999,0,0,0.987443,0.989942,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.810,1200
0,32,,0,0.390136,1.48633,1.83013,0,0,-24.7138:-40.8216:728.732,0.99,204:146 183x183,512,0.79275,closed,closed,0.999839,0.999887,none,0.999674,9999,9999,9999,9999,9999,9999,0,0,0.989626,0.987759,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.850,1240
0,33,,0,0.45106,1.23284,1.64781,0,0,-24.1049:-40.4946:728.735,0.989999,205:146 183x183,512,0.791957,closed,closed,0.999782,0.999741,none,0.999692,9999,9999,9999,9999,9999,9999,0,0,0.989978,0.988416,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.890,1280
0,34,,0,0.513125,1.30798,1.491,0,0,-24.0675:-40.7348:728.739,0.99,205:145 183x183,512,0.791166,closed,closed,0.999757,0.999673,none,0.999692,9999,9999,9999,9999,9999,9999,0,0,0.987925,0.97674,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.930,1320
0,35,,0,0.592247,1.47665,1.58012,0,0,-24.0295:-40.8142:728.742,0.99,205:145 183x183,512,0.790374,closed,closed,0.926563,0.998586,none,0.999708,9999,9999,9999,9999,9999,9999,0,0,0.989871,0.824976,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:10.970,1360
0,36,,0,1.06303,1.01913,1.63425,0,0,-23.4738:-40.6882:728.745,0.99,205:146 183x183,512,0.789584,opened,opened,0.975306,0.998862,none,0.999708,3.94607,3.94607,7.66885,7.66885,5.24511,5.24511,2.67562,3.7065,0.989963,0.805272,0.756762,0.663046,7:-20,-50:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.010,1400
0,37,,0,1.12199,0.670237,1.51196,0,0,-23.2161:-40.6614:728.748,0.99,205:145 183x183,512,0.788794,opened,opened,0.999996,1,none,0.999678,3.94442,3.94442,7.56562,7.56562,5.24513,4.37094,3.91337,4.30291,0.989962,0.987582,0.644239,0.608826,5:-21,-48:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.050,1440
0,38,,0,0.555646,0.915539,1.25309,0,0,-22.9383:-40.7728:728.751,0.99,205:145 183x183,512,0.788006,opened,opened,0.999992,1,none,0.999678,3.19148,3.19148,7.21256,7.21256,5.24515,5.24515,5.33774,4.7495,0.99,0.594752,0.51475,0.568227,5:-21,-48:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.090,1480
0,39,,0,0.307527,1.21944,1.15013,0,0,-22.7104:-41.0145:728.754,0.99,205:145 183x183,64,0.979899,opened,opened,0.999709,0.999999,none,0.999619,2.36209,2.36209,6.84712,6.84712,5.24517,5.24517,5.85694,4.92871,0.989998,0.883893,0.467551,0.551935,5:-22,-49:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.130,1520
0,40,,0,0.276963,1.17996,1.19663,0,0,-22.8619:-41.4016:728.756,0.99,205:145 183x183,512,0.978919,opened,opened,0.999984,1,none,0.999619,3.16849,3.16849,5.30471,5.30471,5.68229,4.80809,5.70437,4.81509,0.99,0.984562,0.481421,0.562265,5:-22,-49:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.170,1560
0,41,,0,0.379581,0.974144,1.22451,0,0,-22.757:-41.4045:728.759,0.99,205:146 183x183,512,0.97794,opened,opened,0.999969,1,none,0.999575,2.52584,2.52584,4.01652,4.01652,5.68231,4.80811,5.78198,4.99743,0.99,0.98881,0.474365,0.545689,4:-21,-49:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.210,1600
0,42,,0,0.744061,0.867478,1.11703,0,0,-22.4772:-41.0821:728.761,0.99,205:146 183x183,512,0.976962,opened,opened,0.999899,0.999999,none,0.999575,2.70147,2.70147,2.67383,2.67383,5.68232,5.24522,6.03385,5.25538,0.99,0.986509,0.451468,0.522238,5:-21,-50:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.250,1640
0,43,,0,0.916812,0.826296,1.32779,0,0,-22.1001:-40.7334:728.763,0.99,205:146 183x183,512,0.975985,opened,opened,0.999991,1,none,0.99959,3.49875,3.49875,1.82501,1.82501,5.24524,5.24524,5.83637,5.47714,0.989996,0.988726,0.469421,0.502078,5:-21,-49:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.290,1680
0,44,,0,0.684777,0.89951,1.36142,0,0,-22.0573:-40.5539:728.765,0.99,205:146 183x183,512,0.975009,opened,opened,0.999986,1,none,0.99959,3.8545,3.8545,1.49497,1.49497,5.24525,4.80815,5.69851,5.39408,0.99,0.8789,0.481954,0.509629,5:-21,-49:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.330,1720
0,45,,0,0.571443,0.854412,1.40709,0,0,-22.0244:-40.4815:728.767,0.99,205:146 183x183,512,0.974034,opened,opened,0.999986,1,none,0.999638,3.78958,3.78958,1.29495,1.29495,5.24527,4.80816,5.73152,5.36434,0.989729,0.99,0.478953,0.512333,5:-21,-50:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.370,1760
0,46,,0,0.655033,0.494461,1.46101,0,0,-21.7749:-40.5105:728.769,0.99,205:146 183x183,512,0.97306,opened,opened,0.99999,1,none,0.999638,3.78487,3.78487,1.55968,1.55968,5.24528,4.80818,5.65689,5.68662,0.988986,0.989999,0.485737,0.483035,6:-21,-50:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.410,1800
0,47,,0,0.876301,-0.236214,1.21882,0,0,-21.0583:-40.3397:728.771,0.99,206:146 183x183,512,0.972087,opened,opened,0.99998,1,none,0.999566,3.42761,3.42761,2.32085,2.32085,4.80819,5.6824,5.48718,5.79705,0.811046,0.989696,0.501166,0.472995,6:-21,-48:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.450,1840
0,48,,0,1.18274,-1.0774,1.34102,0,0,-19.6687:-39.987:728.773,0.99,207:146 183x183,512,0.971115,opened,opened,0.99997,1,none,0.999566,2.61756,2.61756,3.05384,3.05384,5.24531,5.24531,5.52027,5.587,0.989549,0.989998,0.498157,0.492091,6:-21,-48:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.490,1880
0,49,,0,1.21138,-1.46267,1.29729,0,0,-18.155:-39.6489:728.775,0.99,208:146 183x183,512,0.970144,opened,opened,0.999989,1,none,0.999511,2.34026,2.34026,3.49654,3.49654,5.24532,5.24532,5.49873,5.42524,0.989998,0.978155,0.500115,0.506796,7:-21,-47:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.530,1920
0,50,,0,1.00364,-1.57896,1.27153,0,0,-16.3977:-38.9736:728.776,0.99,209:147 183x183,512,0.960442,opened,opened,0.999785,1,none,0.999511,2.29206,2.29206,4.18348,4.18348,5.24533,5.24533,5.29397,5.2433,0.99,0.413036,0.51873,0.523336,7:-20,-46:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.570,1960
0,51,,0,1.01191,-2.00763,1.17056,0,0,-15.0327:-38.763:728.778,0.99,210:146 183x183,512,0.950838,opened,opened,0.972358,0.992334,none,0.99947,1.8442,1.8442,5.12294,5.12294,4.80823,4.80823,4.47824,4.78327,0.989999,0.980945,0.592887,0.565157,8:-20,-46:-19,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.610,2000
0,52,,0,1.00599,-3.45751,0.662364,0,0,-13.5322:-38.6084:728.779,0.983926,211:146 183x183,512,0.949887,opened,opened,0.937127,0.985049,none,0.99947,0.429495,0.429495,6.13563,6.13563,4.37113,5.24535,3.79325,4.14677,0.983925,0.966606,0.655159,0.623021,9:-19,-42:-19,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.650,2040
0,53,,0,0.719781,-4.65505,0.854074,0,0,-10.9149:-38.4637:728.781,0.98234,214:147 183x183,512,0.940388,closed,opened,0.733152,0.999877,none,0.999438,3.50287,9999,6.09371,9999,4.80825,9999,3.89454,0,0.98234,0.98201,0.645951,1,13:-19,-39:-20,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.690,2080
0,54,,0,-0.168471,-5.77433,0.724385,0,0,-8.04232:-38.8912:728.782,0.9138,217:146 183x183,512,0.930984,opened,opened,0.803853,0.999489,none,0.999438,-5.70465,-5.70465,6.29574,6.29574,4.37114,5.24537,4.31756,4.59761,0.913799,0.912025,0.607494,0.582036,17:-20,-34:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.730,2120
0,55,,0,-1.33379,-8.3366,0.702125,0,0,-3.42163:-39.3493:728.783,0.844672,221:147 183x183,512,0.921675,opened,opened,0.996669,0.999511,none,0.999179,-12.1226,-12.1226,4.50048,4.50048,4.37115,5.24538,5.24476,5.33655,0.844655,0.840639,0.523204,0.514859,21:-20,-30:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.770,2160
0,56,,0,-1.83406,-10.861,0.591892,0,0,1.91898:-39.9543:728.785,0.790904,225:147 183x183,512,0.912458,opened,opened,0.997514,0.998349,none,0.999179,-18.2401,-18.2401,3.60204,3.60204,4.37116,5.24539,4.73841,5.32667,0.788511,0.790784,0.569236,0.515758,24:-21,-29:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.810,2200
0,57,,0,-1.60887,-13.3165,-0.20549,0,0,6.81532:-40.4623:728.786,0.659751,227:147 183x183,512,0.903333,opened,opened,0.999061,0.992346,none,0.999013,-24.5341,-24.5341,2.02272,2.02272,4.80828,5.2454,4.87433,5.57187,0.566273,0.659738,0.556879,0.493466,25:-21,-27:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.850,2240
0,58,,0,-0.997524,-16.3453,-0.495282,0,0,11.9705:-40.6364:728.787,0.589761,230:148 183x183,512,0.8943,opened,opened,0.998092,0.998914,none,0.999013,-29.0752,-29.0752,0.367648,0.367648,4.37118,5.68253,4.71352,6.31348,0.143665,0.589748,0.571498,0.426047,27:-21,-24:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.890,2280
0,59,,0,-1.60935,-18.1419,-0.358741,0,0,15.6282:-40.9702:728.788,0.602745,231:147 183x183,512,0.885357,opened,opened,0.999234,0.99869,none,0.998717,-29.3916,-29.3916,0.555411,0.555411,4.37118,5.68254,4.62346,6.49817,0.599171,0.602694,0.579685,0.409257,27:-21,-22:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.930,2320
0,60,,0,-1.89578,-18.9585,0.171728,0,0,18.8578:-40.8806:728.789,0.680229,233:147 183x183,512,0.876503,opened,opened,0.998991,0.999085,none,0.998717,-28.7934,-28.7934,1.66247,1.66247,4.80831,5.24543,4.7274,6.21515,0.652948,0.675672,0.570236,0.434987,28:-22,-21:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:11.970,2360
0,61,,0,-1.05535,-19.9273,0.601837,0.264023,-1.24032,21.5474:-41.0671:728.855,0.865694,234:147 183x183,512,0.875627,opened,opened,0.999251,0.999609,none,0.998229,-28.559,-28.559,1.71083,1.71083,4.37158,5.2459,4.97264,6.083,0.865641,0.780031,0.547941,0.447,30:-21,-20:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.010,2400
0,62,,0,-0.821272,-19.874,0.870107,0.246232,-1.54579,23.7912:-41.1357:728.855,0.989147,236:147 183x183,512,0.866871,opened,opened,0.999722,0.999992,none,0.998229,-28.7713,-28.7713,1.86189,1.86189,4.37158,5.68306,5.28064,5.77449,0.927523,0.98856,0.519942,0.475047,32:-21,-18:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.050,2440
0,63,,0,-0.410064,-20.8134,0.895523,0.235646,-1.85656,26.3435:-40.8146:728.855,0.986634,237:147 183x183,512,0.866004,opened,opened,0.998189,0.998913,none,0.998154,-28.8302,-28.8302,2.07962,2.07962,3.93443,5.2459,4.83026,5.39753,0.735,0.986595,0.560886,0.509315,32:-21,-16:-22,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.090,2480
0,64,,0,-0.896477,-23.7858,0.868106,0.217676,-2.20464,28.5752:-40.7221:728.855,0.732294,239:148 183x183,512,0.857344,opened,opened,0.947093,0.999049,none,0.998154,-29.8028,-29.8028,3.32753,3.32753,3.93443,5.2459,4.14324,4.96895,0.685979,0.729792,0.623341,0.548277,33:-20,-13:-21,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.130,2520
0,65,,0,-2.0144,-26.0554,0.381591,0.1828,-2.57731,31.2461:-40.818:728.855,0.667522,241:148 183x183,512,0.84877,closed,closed,0.999785,0.994938,none,0.996366,9999,9999,9999,9999,9999,9999,0,0,0.667521,0.667009,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.170,2560
0,66,,0,-2.97227,-26.892,-0.261383,0.13426,-2.95138,33.7684:-41.2505:728.855,0.665939,242:149 183x183,512,0.840283,closed,closed,0.99703,0.997932,none,0.996366,9999,9999,9999,9999,9999,9999,0,0,0.664847,0.665873,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.210,2600
0,67,,0,-3.69015,-27.7244,0.0307119,0.0763147,-3.32673,36.0879:-41.6029:728.855,0.858009,243:149 183x183,512,0.839442,closed,closed,0.999695,0.999318,none,0.996333,9999,9999,9999,9999,9999,9999,0,0,0.857268,0.857975,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.250,2640
0,68,,0,-3.56944,-28.5102,0.354236,0.0219004,-3.7026,38.0649:-41.9823:728.855,0.99,244:149 183x183,512,0.838603,closed,closed,0.999373,0.999873,none,0.996333,9999,9999,9999,9999,9999,9999,0,0,0.99,0.99,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.290,2680
0,69,,0,-3.62555,-28.4211,0.448065,-0.0317385,-4.06611,39.6451:-42.2314:728.855,0.99,245:149 183x183,512,0.837765,closed,closed,0.99939,0.999003,none,0.996314,9999,9999,9999,9999,9999,9999,0,0,0.989823,0.989999,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.330,2720
0,70,,0,-3.8632,-28.4907,0.679522,-0.0872669,-4.42009,40.2894:-42.9425:728.855,0.986946,246:148 183x183,512,0.829387,closed,closed,0.99948,0.999396,none,0.996314,9999,9999,9999,9999,9999,9999,0,0,0.986941,0.986946,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.370,2760
0,71,,0,-4.80542,-28.5412,1.05593,-0.154669,-4.76468,40.8404:-43.4594:728.855,0.988928,247:148 183x183,512,0.828557,closed,closed,0.99922,0.999878,none,0.996303,9999,9999,9999,9999,9999,9999,0,0,0.988923,0.988926,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.410,2800
0,72,,0,-5.23641,-28.6923,1.13067,-0.226243,-5.10169,41.9278:-44.1032:728.855,0.988772,249:148 183x183,512,0.820272,closed,closed,0.999128,0.999199,none,0.996303,9999,9999,9999,9999,9999,9999,0,0,0.988678,0.988764,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,0,0,2020-06-29T15:51:12.450,2840
