Frame result index,Frame Number,Person UUID,Person UUID Confidence,Headpose Pitch (deg),Headpose Yaw (deg),Headpose Roll (deg),Headpose Pitch Calib (deg),Headpose Yaw Calib (deg),Headpose (X:Y:Z) (mm),Headpose Confidence,Face Rect (X:Y Width X Height),Face Rect detect algorithm,Face Rect Confidence,EyeState Right,EyeState Left,EyeState Right Confidence,EyeState Left Confidence,Eyewear,Eyewear Confidence,EyeGaze Horizontal Left (deg),EyeGaze Horizontal Right (deg),EyeGaze Vertical Left (deg),EyeGaze Vertical Right (deg),Iris RadiusL (mm),Iris RadiusR (mm),Eye Aperture Left (mm),Eye Aperture Right (mm),Eye Aperture Left Confidence,Eye Aperture Right Confidence,Eyelid Closed Left (%),Eyelid Closed Right (%),Eye Center Left (X:Y) (mm),Eye Center Right (X:Y) (mm),Drowsiness Level (0-10),Age,Gender,Ethnic,Emotion,Heart rate,Breath rate,Illumination Variance,Illumination Tl Average,Illumination Bl Average,Illumination Tr Average,Illumination Br Average,Frame Time,Time From Start
0,371,,0,-8.1053,31.7152,-2.41718,-1.81945,-11.0061,-92.5587:-40.4812:715.621,0.682694,181:151 175x175,512,0.797775,opened,opened,0.999557,0.999911,none,0.981148,21.4194,21.4194,11.3745,11.3745,5.57987,3.86299,5.06453,2.28164,0.68249,0.657258,0.539588,0.792579,-50:-24,-88:-20,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.258,14800
0,372,,0,-7.9057,32.3033,-1.62213,-1.81945,-11.0061,-87.2684:-40.4473:716.5,0.73543,186:151 175x175,512,0.789797,opened,opened,0.999241,0.999883,none,0.981148,19.1066,19.1066,11.486,11.486,5.15697,4.72722,5.14902,2.67581,0.734319,0.726751,0.531907,0.756745,-44:-24,-87:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.298,14840
0,373,,0,-8.72103,32.6804,-1.6328,-1.81945,-11.0061,-82.2392:-40.6853:717.378,0.880532,190:151 175x175,512,0.781899,opened,opened,0.999045,0.999417,none,0.982819,16.2833,16.2833,11.0041,11.0041,5.59357,5.16329,5.30203,3.18672,0.880504,0.869786,0.517998,0.710298,-43:-24,-83:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.338,14880
0,374,,0,-6.77338,29.7482,-1.11423,-1.81945,-11.0061,-75.576:-40.3397:718.257,0.962077,194:150 175x175,512,0.77408,opened,opened,0.999336,0.999965,none,0.982819,13.5536,13.5536,10.9823,10.9823,5.16962,5.16962,4.6971,3.41799,0.601579,0.958167,0.572991,0.689274,-39:-24,-80:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.378,14920
0,375,,0,-6.25016,25.0801,-0.856171,-1.81945,-11.0061,-68.8895:-41.331:719.135,0.823345,197:150 175x175,512,0.766339,opened,opened,0.998613,0.999981,none,0.983903,10.766,10.766,11.5713,11.5713,5.17594,5.17594,4.34919,3.5846,0.823306,0.807284,0.604619,0.674127,-35:-25,-81:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.418,14960
0,376,,0,-6.61878,25.8116,-1.4273,-1.81945,-11.0061,-64.2071:-42.237:720.013,0.708469,201:150 175x175,512,0.758676,opened,opened,0.999484,0.999943,none,0.983903,7.92168,7.92168,10.9848,10.9848,5.18226,4.75041,4.9234,4.13755,0.707656,0.65576,0.552418,0.623859,-31:-25,-79:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.458,15000
0,377,,0,-6.66846,26.6528,-2.0096,-1.81945,-11.0061,-59.7184:-43.1192:720.892,0.576398,203:149 175x175,512,0.751089,opened,opened,0.999835,0.999993,none,0.983903,5.64198,5.64198,9.94832,9.94832,5.18858,5.18858,5.30063,4.50654,0.576397,0.44218,0.518125,0.590314,-30:-25,-78:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.498,15040
0,378,,0,-7.2773,23.7664,-1.87309,-1.81945,-11.0061,-56.4469:-44.3094:721.77,0.650149,207:150 175x175,512,0.743578,opened,opened,0.997824,0.999992,none,0.983903,3.02496,3.02496,9.1149,9.1149,5.1949,4.762,5.23118,4.57411,0.650119,0.644097,0.524438,0.584171,-26:-25,-77:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.538,15080
0,379,,0,-6.45781,21.0433,-1.635,-1.81945,-11.0061,-54.4885:-44.6319:722.648,0.638108,209:150 175x175,512,0.736143,opened,opened,0.997824,0.747,none,0.983903,2.08149,2.08149,8.67341,8.67341,4.76779,4.76779,4.01878,3.84465,0.638108,0.633927,0.634656,0.650487,-27:-23,-74:-21,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.578,15120
0,380,,0,-5.92295,18.6462,-1.41546,-1.81945,-11.0061,-48.8515:-44.6921:723.527,0.716014,212:150 175x175,512,0.728781,opened,closed,0.997824,0.996245,none,0.983903,9999,-8.3894,9999,6.95967,9999,5.20755,0,2.64647,0.678693,0.71586,1,0.759412,-27:-22,-71:-19,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.618,15160
0,381,,0,-6.41331,15.1309,-1.53008,-1.85028,-10.8307,-42.8693:-44.2728:724.405,0.67012,215:150 175x175,512,0.721493,closed,closed,0.977639,0.990853,none,0.983903,9999,9999,9999,9999,9999,9999,0,0,0.668356,0.669553,1,1,9999:9999,9999:9999,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.658,15200
0,382,,0,-5.51936,12.7891,-1.89547,-1.87474,-10.6732,-38.1958:-43.8096:725.284,0.703344,217:150 175x175,512,0.714278,opened,opened,0.992336,0.979485,none,0.983903,1.97441,1.97441,8.09226,8.09226,5.22019,4.78518,2.96717,3.28901,0.703338,0.67916,0.730257,0.700999,-21:-24,-66:-22,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.698,15240
0,383,,0,-4.58012,12.0324,-1.72047,-1.89266,-10.5228,-33.2288:-44.1188:726.162,0.808447,220:149 175x175,512,0.707136,opened,opened,0.999908,0.999577,none,0.983903,3.1818,3.1818,7.80086,7.80086,5.66206,4.79097,4.09834,4.18217,0.808037,0.808205,0.627423,0.619802,-19:-24,-67:-23,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.738,15280
0,384,,0,-4.18415,10.9438,-1.38561,-1.90774,-10.3816,-29.4467:-44.2724:727.04,0.811389,222:149 175x175,512,0.700064,opened,opened,0.998964,0.999971,none,0.983903,4.58688,4.58688,7.36909,7.36909,5.66891,4.79677,4.63031,4.62743,0.811377,0.735871,0.579063,0.579325,-15:-25,-66:-23,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.778,15320
0,385,,0,-4.7489,9.64682,-1.32042,-1.92631,-10.2507,-26.2828:-44.5621:727.919,0.879475,224:149 175x175,512,0.693064,opened,opened,0.99992,0.999999,none,0.983903,5.31099,5.31099,6.21815,6.21815,5.23916,5.23916,5.09471,5.27825,0.879429,0.878726,0.536844,0.520159,-12:-25,-63:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.818,15360
0,386,,0,-5.17921,7.75866,-1.8694,-1.94743,-10.1338,-23.6041:-44.831:728.797,0.747618,225:149 175x175,512,0.692371,opened,opened,0.999959,0.999999,none,0.983903,3.29452,3.29452,4.04863,4.04863,5.24548,5.24548,5.60607,5.90078,0.74761,0.747597,0.490357,0.463566,-9:-25,-61:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.858,15400
0,387,,0,-5.1061,6.6978,-2.15067,-1.96781,-10.0252,-21.2697:-44.6257:729.676,0.824815,227:149 175x175,512,0.685447,opened,opened,0.999962,1,none,0.983903,1.80029,1.80029,2.71351,2.71351,5.68945,5.2518,5.7709,5.62719,0.824785,0.824791,0.475373,0.488438,-7:-25,-61:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.898,15440
0,388,,0,-5.8509,5.96829,-1.4837,-1.9927,-9.92266,-18.2012:-44.3281:730.554,0.923934,229:149 175x175,512,0.678592,opened,opened,0.999985,1,none,0.983903,0.221104,0.221104,1.3923,1.3923,5.6963,5.25813,5.88853,5.40794,0.923933,0.922395,0.464679,0.508369,-7:-26,-60:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.938,15480
0,389,,0,-6.4506,3.57749,-0.949999,-2.02109,-9.83667,-15.3542:-44.2218:731.432,0.923959,229:149 175x175,512,0.677914,opened,opened,0.999968,1,none,0.983903,-1.88498,-1.88498,0.493378,0.493378,5.70315,5.26445,5.8482,5.67352,0.922181,0.921813,0.468346,0.484226,-6:-26,-58:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:24.978,15520
0,390,,0,-5.86966,3.36206,-0.761199,-2.04545,-9.75313,-13.4388:-44.5488:732.311,0.967492,231:148 175x175,512,0.671135,opened,opened,0.999968,0.999997,none,0.983903,-2.493,-2.493,0.402504,0.402504,5.71,5.27077,5.61914,5.86061,0.967232,0.961632,0.489169,0.467217,-4:-25,-57:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.018,15560
0,391,,0,-4.96349,2.78318,-0.640461,-2.0638,-9.67429,-10.1199:-44.0589:733.189,0.972726,232:149 175x175,512,0.664423,opened,opened,0.999984,1,none,0.983903,-2.39254,-2.39254,0.578702,0.578702,5.71685,5.27709,5.86091,5.77768,0.972704,0.972718,0.46719,0.474756,-3:-25,-57:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.058,15600
0,392,,0,-5.09712,1.25718,-0.545053,-2.08276,-9.60596,-8.25306:-44.2668:734.067,0.987901,232:148 175x175,512,0.663759,opened,opened,0.999987,1,none,0.983903,-2.82162,-2.82162,0.591041,0.591041,5.7237,5.28341,6.26754,5.58884,0.986772,0.987711,0.430223,0.491923,-2:-25,-56:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.098,15640
0,393,,0,-5.12311,0.638622,-0.269333,-2.10165,-9.54233,-6.01979:-43.8241:734.946,0.989878,233:149 175x175,512,0.657121,opened,opened,0.999992,1,none,0.983903,-3.69073,-3.69073,0.750261,0.750261,5.73055,5.28974,6.1147,5.53603,0.9891,0.986851,0.444118,0.496725,0:-25,-55:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.138,15680
0,394,,0,-5.5014,-1.09029,-0.0737387,-2.12263,-9.49016,-2.49766:-43.6105:735.824,0.989797,235:148 175x175,512,0.65055,opened,opened,0.999997,1,none,0.983903,-4.40313,-4.40313,0.595723,0.595723,5.7374,5.7374,6.07662,5.78401,0.989782,0.790021,0.44758,0.474181,0:-26,-54:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.178,15720
0,395,,0,-6.12512,-2.46024,-0.181829,-2.14719,-9.44703,-0.672283:-43.8863:736.703,0.985371,235:149 175x175,512,0.6499,opened,opened,0.999995,1,none,0.983903,-4.97588,-4.97588,-0.267482,-0.267482,5.74425,5.30238,6.23818,5.89297,0.985073,0.98439,0.432893,0.464276,0:-26,-53:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.218,15760
0,396,,0,-5.85129,-2.67367,-0.069227,-2.16977,-9.40573,1.43116:-43.7053:737.581,0.985967,236:148 175x175,512,0.643401,opened,opened,0.999992,1,none,0.983903,-5.35057,-5.35057,-1.13132,-1.13132,5.7511,5.7511,6.48158,5.81002,0.985823,0.981409,0.410766,0.471816,1:-26,-53:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.258,15800
0,397,,0,-5.43223,-3.04458,0.171894,-2.18955,-9.36718,3.11087:-43.8759:738.459,0.988223,236:149 175x175,512,0.642757,opened,opened,0.999975,1,none,0.983903,-5.13033,-5.13033,-1.45003,-1.45003,5.75794,5.31503,6.52115,5.95355,0.986114,0.980923,0.407168,0.458769,2:-26,-52:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.298,15840
0,398,,0,-4.88226,-4.43174,0.127638,-2.20577,-9.33745,4.25278:-43.5131:739.338,0.987714,237:149 175x175,512,0.642114,opened,opened,0.99998,1,none,0.983903,-4.9208,-4.9208,-1.93125,-1.93125,5.76479,5.76479,6.22587,5.85782,0.987706,0.780947,0.434012,0.467471,3:-26,-51:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.338,15880
0,399,,0,-4.426,-4.77841,0.102817,-2.21906,-9.31015,5.29417:-43.0323:740.216,0.989512,238:149 175x175,512,0.641472,opened,opened,0.999988,1,none,0.983903,-4.59282,-4.59282,-1.68525,-1.68525,5.77164,5.32767,6.06612,6.11303,0.989351,0.984293,0.448535,0.44427,3:-26,-50:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.378,15920
0,400,,0,-4.37156,-4.73058,0.597598,-2.23187,-9.28289,6.8914:-42.6151:741.095,0.989846,239:149 175x175,512,0.640831,opened,opened,0.999964,1,none,0.983903,-3.95343,-3.95343,-0.872837,-0.872837,5.77849,5.77849,6.24238,6.47835,0.989843,0.989836,0.432511,0.411059,4:-25,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.418,15960
0,401,,0,-4.30214,-5.03081,1.01404,-2.24412,-9.25773,7.99078:-42.0824:741.973,0.989999,239:150 175x175,512,0.64019,opened,opened,0.999967,1,none,0.983903,-3.26245,-3.26245,-0.34807,-0.34807,5.78534,5.78534,6.69563,6.14933,0.989999,0.989999,0.391307,0.44097,5:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.458,16000
0,402,,0,-4.08121,-5.66474,1.13415,-2.25493,-9.23659,8.98406:-41.5482:742.851,0.99,239:150 175x175,512,0.63955,opened,opened,0.999985,1,none,0.983903,-2.99715,-2.99715,0.032166,0.032166,5.34664,5.79219,6.31506,6.05084,0.989816,0.987699,0.425904,0.449923,5:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.498,16040
0,403,,0,-3.3664,-3.52488,1.488,-2.26143,-9.20319,1.11972:-42.6855:743.586,0.838308,205:146 177x177,64,0.7975,opened,opened,0.999977,1,none,0.992474,-2.30783,-2.30783,0.445729,0.445729,5.35192,5.79792,6.20118,6.10433,0.838301,0.838307,0.436257,0.445061,5:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.538,16080
0,404,,0,-2.37012,-0.591578,1.51783,-2.26206,-9.15312,-7.42997:-43.6207:744.321,0.71624,205:146 177x177,512,0.796702,opened,opened,0.999963,1,none,0.992474,-1.06725,-1.06725,0.905755,0.905755,5.35721,5.80365,6.18554,5.81331,0.716226,0.714742,0.437679,0.471517,6:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.578,16120
0,405,,0,-2.12706,-0.498548,1.40001,-2.26128,-9.1031,-16.0764:-44.7781:745.056,0.695194,205:146 177x177,512,0.795905,opened,opened,0.999995,1,none,0.992739,0.0877476,0.0877476,1.21201,1.21201,5.80938,5.80938,5.8822,5.80082,0.695113,0.695193,0.465254,0.472653,6:-25,-49:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.618,16160
0,406,,0,-2.39162,-0.676303,1.49159,-2.26203,-9.05467,-24.8479:-46.0641:745.791,0.747724,205:146 177x177,512,0.79511,opened,opened,0.999986,1,none,0.992739,0.623573,0.623573,1.62051,1.62051,5.36779,5.81511,6.19116,6.05171,0.747721,0.745592,0.437168,0.449844,6:-24,-48:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.658,16200
0,407,,0,-1.69194,0.221497,1.08015,-2.25877,-9.00166,-24.8066:-45.8086:746.525,0.986857,206:146 177x177,512,0.794314,opened,opened,0.999974,1,none,0.992974,1.64363,1.64363,2.19139,2.19139,5.37308,5.82084,6.15296,6.0644,0.986801,0.985346,0.44064,0.448691,6:-24,-48:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.698,16240
0,408,,0,-1.67998,0.411027,1.09854,-2.25549,-8.94818,-24.9666:-45.8957:747.26,0.988483,205:146 177x177,512,0.79352,opened,opened,0.999991,1,none,0.992974,2.37582,2.37582,2.7413,2.7413,5.82657,5.82657,5.66234,5.97812,0.987978,0.98703,0.485242,0.456535,6:-25,-50:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.738,16280
0,409,,0,-2.2256,-0.479311,1.46803,-2.25532,-8.90033,-24.8461:-45.9385:747.995,0.988238,205:146 177x177,512,0.792727,opened,opened,0.999993,1,none,0.993079,2.04267,2.04267,2.87332,2.87332,5.38366,5.8323,5.94756,6.02588,0.988203,0.985947,0.459313,0.452193,6:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.778,16320
0,410,,0,-1.84492,-0.271928,1.31464,-2.25301,-8.85186,-25.0728:-45.8301:748.73,0.989024,205:146 177x177,512,0.791934,opened,opened,0.999973,1,none,0.993079,1.57626,1.57626,3.17978,3.17978,5.83803,5.83803,6.19681,6.11459,0.989016,0.988805,0.436653,0.444128,6:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.818,16360
0,411,,0,-2.09361,-0.354474,1.3235,-2.25212,-8.80439,-25.168:-45.8212:749.465,0.988961,205:147 177x177,512,0.791142,opened,opened,0.999973,1,none,0.993156,1.57247,1.57247,3.67557,3.67557,5.84376,5.84376,5.88625,6.22865,0.988959,0.988961,0.464886,0.433759,6:-24,-49:-24,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.858,16400
0,412,,0,-2.19306,-0.23531,1.28064,-2.25179,-8.75678,-25.1274:-45.9575:750.2,0.99,205:146 177x177,512,0.790351,opened,opened,0.999797,1,none,0.993156,1.46254,1.46254,3.86411,3.86411,5.39953,5.84949,5.671,5.91146,0.989996,0.845522,0.484454,0.462594,5:-25,-49:-25,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.898,16440
0,413,,0,-2.01563,0.563872,0.959905,-2.25049,-8.70529,-25.2213:-46.6508:750.934,0.989615,205:143 177x177,512,0.782447,opened,opened,0.99992,1,none,0.993555,1.35609,1.35609,2.75657,2.75657,5.40481,5.40481,5.9198,5.995,0.989615,0.989614,0.461836,0.455,5:-27,-49:-27,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.938,16480
0,414,,0,-3.03572,0.606552,0.95663,-2.2548,-8.65413,-25.2588:-47.878:751.669,0.981608,205:142 177x177,512,0.781665,opened,opened,0.999889,1,none,0.993555,1.58839,1.58839,-0.0357706,-0.0357706,5.4101,5.86094,6.79885,7.44229,0.981608,0.981608,0.381923,0.323428,5:-28,-50:-28,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:25.978,16520
0,415,,0,-3.91255,0.173494,1.4556,-2.26386,-8.60589,-25.7251:-49.7457:752.404,0.971846,204:140 177x177,512,0.773848,opened,opened,0.99992,1,none,0.993601,1.41605,1.41605,-3.13251,-3.13251,5.41539,6.31796,7.38163,7.32351,0.971846,0.971834,0.328943,0.334226,5:-30,-50:-30,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.018,16560
0,416,,0,-4.13766,0.236179,1.22454,-2.27404,-8.55783,-26.3451:-52.2181:753.139,0.96594,204:137 177x177,512,0.76611,opened,opened,0.999996,0.999999,none,0.993601,1.29643,1.29643,-5.85778,-5.85778,5.42068,5.8724,7.17727,6.51041,0.965932,0.965939,0.347521,0.408145,5:-31,-50:-32,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.058,16600
0,417,,0,-5.59906,0.494232,0.587965,-2.29202,-8.5089,-27.0677:-55.505:753.874,0.962369,204:133 177x177,512,0.758449,opened,opened,0.999726,0.999998,none,0.993933,0.769623,0.769623,-9.1706,-9.1706,5.42597,5.87813,7.19594,7.16097,0.961276,0.962369,0.345824,0.349002,5:-35,-50:-35,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.098,16640
0,418,,0,-7.78779,-0.122548,0.509125,-2.32156,-8.46381,-27.5589:-60.1623:754.609,0.927328,204:127 177x177,512,0.750864,opened,opened,0.999833,0.999998,none,0.993933,-0.186805,-0.186805,-12.8006,-12.8006,5.88386,5.88386,7.85582,7.67909,0.927314,0.927328,0.285835,0.301901,4:-39,-49:-38,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.138,16680
0,419,,0,-9.66173,-0.876651,-0.0370849,-2.36082,-8.42324,-27.254:-65.8648:755.343,0.825742,205:122 177x177,512,0.743356,opened,opened,0.999999,0.999969,none,0.994239,-1.20464,-1.20464,-15.582,-15.582,5.43655,5.88959,8.18309,7.84186,0.825386,0.825742,0.256082,0.287104,4:-43,-49:-45,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.178,16720
0,420,,0,-12.5484,-1.45386,0.0551567,-2.41501,-8.38617,-26.7116:-71.8951:756.078,0.649974,205:119 177x177,512,0.735922,opened,opened,1,0.999996,none,0.994239,-1.93981,-1.93981,-18.0613,-18.0613,5.44184,5.44184,7.88659,7.39665,0.649865,0.649973,0.283037,0.327577,4:-46,-49:-47,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.218,16760
0,421,,0,-15.1262,-2.37126,0.803567,-2.48226,-8.35435,-25.9397:-77.1233:756.813,0.641187,205:117 177x177,512,0.728563,opened,opened,0.999964,0.999968,none,0.995331,-3.16632,-3.16632,-21.2169,-21.2169,5.90105,5.44713,7.62664,7.12988,0.617651,0.641175,0.306669,0.351829,5:-49,-49:-48,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.258,16800
0,422,,0,-17.1084,-2.41187,0.644005,-2.55924,-8.32307,-25.1996:-81.3619:757.548,0.589653,205:115 177x177,512,0.721277,opened,opened,0.999993,1,none,0.995331,-5.00288,-5.00288,-24.2513,-24.2513,5.45241,5.45241,8.07788,7.11306,0.589651,0.589647,0.265647,0.353358,5:-50,-49:-49,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.298,16840
0,423,,0,-18.5504,-2.32802,0.557944,-2.64296,-8.29168,-24.8391:-84.2711:758.283,0.645948,205:114 177x177,512,0.720556,opened,opened,0.999983,0.999995,none,0.9957,-6.43682,-6.43682,-26.4573,-26.4573,5.91251,5.4577,8.54414,6.98737,0.645947,0.645948,0.22326,0.364784,5:-51,-50:-50,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.338,16880
0,424,,0,-18.7552,-2.75929,0.669217,-2.72688,-8.26287,-24.3764:-86.6349:759.018,0.891748,205:112 177x177,512,0.71335,opened,opened,0.999986,0.999997,none,0.9957,-7.42315,-7.42315,-28.2859,-28.2859,5.91824,5.00774,8.65989,6.98246,0.891746,0.891748,0.212738,0.365231,5:-51,-50:-51,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.378,16920
0,425,,0,-18.7675,-2.61356,0.459432,-2.80999,-8.2336,-23.8186:-88.558:758.874,0.982964,206:111 177x177,512,0.706217,opened,opened,0.999989,0.999999,none,0.995216,-7.96167,-7.96167,-30.7649,-30.7649,5.46196,5.46196,8.44994,7.86358,0.982943,0.982964,0.231823,0.285129,5:-52,-49:-52,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.418,16960
0,426,,0,-18.8277,-2.39002,0.37131,-2.89256,-8.20347,-23.4081:-89.819:758.73,0.99,206:111 177x177,512,0.705511,opened,opened,0.999987,0.999973,none,0.995216,-7.52339,-7.52339,-32.9645,-32.9645,5.46093,5.46093,8.34145,8.15124,0.99,0.99,0.241686,0.258978,6:-52,-49:-53,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.458,17000
0,427,,0,-19.4697,-2.09028,0.589173,-2.97757,-8.17212,-22.9491:-91.3666:758.587,0.98991,206:109 177x177,512,0.698456,opened,opened,0.999998,0.999999,none,0.995614,-6.11121,-6.11121,-34.6279,-34.6279,5.91488,5.45989,8.67009,7.84078,0.989842,0.98991,0.21181,0.287202,5:-53,-49:-54,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.498,17040
0,428,,0,-19.7397,-2.15652,0.444397,-3.06309,-8.14143,-22.724:-92.1963:758.443,0.989997,206:109 177x177,512,0.697757,opened,opened,0.999993,0.999999,none,0.995614,-4.94038,-4.94038,-35.6965,-35.6965,6.36867,5.45886,8.7895,8.06289,0.989983,0.989997,0.200955,0.26701,5:-54,-49:-54,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.538,17080
0,429,,0,-19.9976,-2.99812,0.343335,-3.14905,-8.11532,-22.8549:-92.9805:758.3,0.98928,205:109 177x177,512,0.69706,opened,opened,0.999995,0.999993,none,0.993751,-4.4747,-4.4747,-36.0621,-36.0621,5.91264,5.00301,8.55024,8.41066,0.988394,0.98928,0.222705,0.235395,5:-55,-48:-55,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.578,17120
0,430,,0,-20.3741,-3.45415,0.201956,-3.23605,-8.09178,-22.4797:-93.8913:758.156,0.989189,206:108 177x177,512,0.690089,opened,opened,0.999991,0.999996,none,0.993751,-4.31442,-4.31442,-35.3781,-35.3781,5.45679,5.45679,8.14669,7.75867,0.989059,0.989188,0.259392,0.294666,5:-55,-48:-56,9999,n/a,N/A,Unknown,N/A,9999,9999,9999,9999,9999,9999,9999,2020-06-28T15:13:26.618,17160
